id	result
5004398	{'徐寿辉': 0, '朱元璋': -2}
5004399	{'蒋女士': -2}
5004400	{'国VIA汽油': -2, '江苏': -2}
5004401	{'小丁': -2}
5004402	{'陕北': -2, '关中': -2}
5004403	{'大桥': -2, '地铁': -2}
5004404	{'中国女排': -2, '郎平': -2}
5004405	{'甘荣坤': -1, '河南省委': -2}
5004406	{'王绍文': -2, '王程': -2, '西安市': -2}
5004407	{'洪芳珍': -2, '洪某某': -2}
5004408	{'江海洋': -2, '人员': -2}
5004409	{'奥密克戎': -2, '南非': -2}
5004410	{'庄某': -1, '刘某': -2, '天河': -2}
5004411	{'凶手': -2, '尖沙咀': -2}
5004412	{'阿富汗': -2, '哈卡尼': -2}
5004413	{'肖战': 0, '粉丝': -2}
5004414	{'学校': -2, '学生': -2}
5004415	{'张林': -2, '张志': -2, '新吴区法院': -2}
5004416	{'英国': -2}
5004417	{'汤洪波': -2, '刘伯明': -2}
5004418	{'赵某': -1, '青岛': -2, '韩先生': -2}
5004419	{'孙颖莎': 0}
5004420	{'病例': -2, '肺炎': -2}
5004421	{'美国': -2, '联邦政府': -2}
5004422	{'裙子': -2}
5004423	{'游戏': -2}
5004424	{'体重': -2, '小明': -2}
5004425	{'芙蓉镇': -2, '徐松子': 0, '李国香': 0, '电影': -2}
5004426	{'中国': -2, '青岛啤酒': 0}
5004427	{'唐玄宗': -2, '杨玉环': 0}
5004428	{'专业': -2, '高校': -2}
5004429	{'国防大学': -2, '中央军委': -2}
5004430	{'管理规定': -2, '证监会': -2}
5004431	{'周冬雨': 0, '刘昊然': 0, '电影': -2, '平原上的火焰': 0}
5004432	{'立陶宛': -2, '台湾': -2}
5004433	{'太空': -2}
5004434	{'赵立坚': -2}
5004435	{'西安石油大学': 0}
5004436	{'犯罪嫌疑人': -2, '马某': -2, '团伙': -2, '账户': -2}
5004437	{'美国': -1, '外交部': -2, '赵立坚': -2}
5004438	{'汪潮涌': 0, '基金': -2, '北京创投联盟': -2}
5004439	{'薛居正': -2}
5004440	{'中国': -2}
5004441	{'行程': -2, '地区': -2}
5004442	{'四川可乐': 0}
5004443	{'郭晶晶': 0, '霍家': 0}
5004444	{'中国': -2, '习近平': -2}
5004445	{'阳性': -2, '李侗': -2}
5004446	{'王女士': -2, '西安': -2}
5004447	{'哈妮克孜': 0, '李沁': 0, '林婉儿': 0}
5004448	{'中国': -2}
5004449	{'英国': -2, '英国政府': -2}
5004450	{'呼伦湖': -2, '岱海': -2}
5004451	{'孙道存': -2, '孙芸芸': -2, '张琼玲': -2, '吴逸萍': 0}
5004452	{'印度': -2, '印度空间研究组织': -2}
5004453	{'西安市': -2, '地区': -2}
5004454	{'巴基斯坦': -2, '奎达': -2}
5004455	{'洪湖店': 0, '沃尔玛': -2, '洪湖': -2}
5004456	{'王明': -2}
5004457	{'黄山': 0, '江淮': -2}
5004458	{'阿诺德·施瓦辛格': 0, '终结者': 0, '电影': -2, '詹姆斯·卡梅隆': 0}
5004459	{'马洪涛': -2, '小沈龙': -2}
5004460	{'王行军': -1, '李学谦': -1, '王行华': -1, '兰陵县': -2, '莒南县': -2}
5004461	{'保罗': 0, '韦唯': -2, '袁立': -2, '林博文': -2}
5004462	{'尹相杰': 0, '郭永美': -2}
5004463	{'汤加': -2, '汤加政府': -2}
5004464	{'吕锡照': -2}
5004465	{'地球': -2}
5004466	{'欧拉': 0}
5004467	{'爱尔兰': -2, '台湾': -2}
5004468	{'董监高': -2, '公众公司': -2}
5004469	{'美国': -2, '中国': -2}
5004470	{'当家主母': -2}
5004471	{'振兴新村': -2, '舜杰路大通E家生鲜超市': -2}
5004472	{'汤加': -2}
5004473	{'艺人': -2, '小鲜肉': 0, '肖战': 0, '明星': -2}
5004474	{'诸葛亮': 0, '黄月英': 0}
5004475	{'山东男篮': 0, '新疆男篮': 0, '陶汉林': -2, '篮板': -2}
5004476	{'朝鲜': -2}
5004477	{'史逸婷': 0}
5004478	{'中国': -2, 'Handysize': -2}
5004479	{'汪小菲': -2}
5004480	{'方孝孺': 0, '宋濂': 0, '朱元璋': -2}
5004481	{'福克斯': -2, '哈里伯顿': -2}
5004482	{'武则天': -2, '武三俞': 0}
5004483	{'王亚平': -2}
5004484	{'亚马逊': -1}
5004485	{'格雷厄姆·艾利森': 0, '中国': -2, '大国': -2}
5004486	{'深圳': -2, '深圳中院': -2}
5004487	{'学生': -2, '大学': -2}
5004488	{'内蒙古': -2}
5004489	{'深圳': -2, '保时捷': -2}
5004490	{'哈娜·霍卡': 0, '捷克': -2, '法新社': -2}
5004491	{'高某': -1, '马某': -1, '方女士': -2, '感情': -2}
5004492	{'一江春水': 0, '电影': -2}
5004493	{'王栎鑫': 0, '歌曲': -2, '娱乐圈': -2}
5004494	{'广州': -2, '钟南山': -2}
5004495	{'天书奇谭': 0, '袁公': 0, '白云洞': -2}
5004496	{'约翰逊': -2, '英国': -2}
5004497	{'农商行': -2}
5004498	{'中国': -2, '巴西': -2}
5004499	{'核酸': -2, '航港大厦': -2}
5004500	{'纽约市': -2, '纽约市卫生局': -2}
5004501	{'李小萌': 0, '王雷': 0}
5004502	{'郑州': -2, '决定': -2}
5004503	{'哈登': 0, '篮网队': 0, '欧文': -2, '球队': -2}
5004504	{'漳州': -2, '漳州市政府': -2}
5004505	{'张东海': -2}
5004506	{'美国': -2, '安德鲁·科莫': 0}
5004507	{'考生': -2, '教育部': -2}
5004508	{'游客': -2, '北京': -2}
5004509	{'刘某': -1, '泰安市公安局岱岳分局': -2, '泰安市岱岳区人民检察院': -2}
5004510	{'谢菲尔': -2, '基辅': -2}
5004511	{'习近平': -2, '主席': -2}
5004512	{'唐僧': -2}
5004513	{'禹州市': -2, '核酸': -2}
5004514	{'北京': -2}
5004515	{'印度': -2}
5004516	{'苏尼特右旗': -2}
5004517	{'拜登': -2, '罗卓克': -2}
5004518	{'东兴市': -2, '通告': -2}
5004519	{'中国': -2, '加拿大': -2}
5004520	{'孙怡': 0, '景甜': 0}
5004521	{'克里斯托弗·普利斯': -2}
5004522	{'蒋勤勤': 0, '沈翠喜': 0, '林舒芳': 0, '当家主母': -2}
5004523	{'王祖贤': 0, '齐秦': 0}
5004524	{'北京冬奥会': -2, '河北': -2}
5004525	{'日本': -2, '东京': -2}
5004526	{'法子英': -1, '劳荣枝': -1, '南昌': -2, '合肥': -2}
5004527	{'长宁区': -2, '上海': -2}
5004528	{'病例': -2, '深圳市': -2}
5004529	{'症状': -2, '张伯礼': -2}
5004530	{'黄秋燕': -2, '少林小子': -2, '李连杰': -2}
5004531	{'陈秀丽': 0}
5004532	{'林珊珊': -1, '薇娅': -1, '朱宸慧': -2}
5004533	{'王力宏': -2, '李靓蕾': -1}
5004534	{'核酸': -2, '病例': -2}
5004535	{'陈友谅': -2, '张士诚': -2, '朱元璋': 0, '南京': -2}
5004536	{'大学生': -2}
5004537	{'庄传鸿': -2, '台湾': -2, '台南': -2}
5004538	{'汤加': -2, '克罗宁': -2}
5004539	{'张二嫂': 0, '散打哥': 0}
5004540	{'股东': -2}
5004541	{'中国': -2, '希腊': -2, '北京冬奥会': 0, '冬奥': -2, '索菲娅': 0}
5004542	{'维珍银河': -2}
5004543	{'远东控股集团': -2}
5004544	{'日本': -2, '巴赫': -2}
5004545	{'郭子仪': 0, '唐肃宗': -2, '皇帝': -2}
5004546	{'西安': -2}
5004547	{'赵培宝': 0, '张剑锋': 0, '任爱芝': 0, '汤加': -2, '聊城大学': -2}
5004548	{'梅尔文·贝里': -2}
5004549	{'杨颖': 0, '马伊琍': 0, '孙俪': 0, '甄嬛': 0, '周莹': 0, '唐嫣': 0, '江疏影': 0}
5004550	{'刘唐': -2, '山西': -2}
5004551	{'郑州中院': -2}
5004552	{'美国': -2, '中国': -2}
5004553	{'恒大集团': -2, '太平人寿保险有限公司': -2}
5004554	{'华尔街': -2, '华尔街英语': -2}
5004555	{'塞梅鲁': -2}
5004556	{'普兆敏': -2, '政协': -2}
5004557	{'杨烁': -2, '综艺': -2}
5004558	{'法院': -2}
5004559	{'马思纯': -1}
5004560	{'华东市场': -2, '江苏': -2}
5004561	{'张亚东': 0, '瞿颖': -2}
5004562	{'陈学冬': 0, '演员': -2, '影视': -2}
5004563	{'深圳': -2, '衡水': -2}
5004564	{'美国': -2, '拜登': -2}
5004565	{'仙剑奇侠传': 0, '胡歌': 0}
5004566	{'利率': -2, '资金': -2}
5004567	{'奥密克戎': -2, '深圳': -2}
5004568	{'新冠': -2, '奥密克戎': -2}
5004569	{'袁隆平': -2, '陈祥榕': 0, '张桂梅': 0, '银河中的星星': 0}
5004570	{'设备': -2, 'HarmonyOS': -2}
5004571	{'衡阳': -2}
5004572	{'汤加': -2, '外交部领事保护中心': -2}
5004573	{'宋智雅': 0}
5004574	{'陶虹': 0, '导演': -2, '徐峥': 0}
5004575	{'车辆': -2, '缺陷汽车产品召回管理条例': -2}
5004576	{'姚欢庆': -2}
5004577	{'俄罗斯': -2, '中国': -2}
5004578	{'腾讯': -2}
5004579	{'雨雪': -2, '陕西': -2}
5004580	{'香港': -2, '佳兆业集团控股': -2}
5004581	{'谢娜': 0, '张杰': 0}
5004582	{'哈登': 0, '恩比德': 0}
5004583	{'B站': -2}
5004584	{'郑州': -2, '上饶': -2}
5004585	{'孟先生': -2}
5004586	{'核酸': -2, '北京': -2}
5004587	{'核酸': -2, '市民': -2}
5004588	{'俄罗斯': -2, '美国': -2}
5004589	{'萧山': -2}
5004590	{'范伟': 0, '陈连仲': 0, '范父': -2}
5004591	{'威少': -2, '湖人': 0}
5004592	{'抗体': -2, '病毒': -2}
5004593	{'福州': -2, '吴某林': -2}
5004594	{'马雅舒': -1, '吴奇隆': -2, '云南': -2}
5004595	{'篮网': 0, '鹈鹕': 0, '哈登': -2, '杜兰特': -2, '纳什': -2}
5004596	{'黄渤': -2, '孙红雷': -2, '张艺兴': 0, '鹿晗': 0}
5004597	{'北京': -2, '威海': -2}
5004598	{'市教育局': -2, '东莞': -2}
5004599	{'宋亮': -1, '省政府': -2, '中央纪委国家监委': -2}
5004600	{'涂们': 0, '演员': -2}
5004601	{'雷某': -1, '武汉': -2, '薛某': -2}
5004602	{'国家发展改革委': -2, '袁达': -2}
5004603	{'课程': -2, '学生': -2}
5004604	{'禄口机场': -2, '南京市': -2}
5004605	{'美联社': -2, '墨尔本': -2}
5004606	{'毕业生': -2, '人数': -2}
5004607	{'詹姆斯': 0, '杜兰特': -2, '篮网': -2, '命中率': -2}
5004608	{'谢某': -2, '范某': -2, '毒品': -2, '申某': -1, '民警': -2, '铁山': -2}
5004609	{'立陶宛': -2, '中国': -2}
5004610	{'Siri': -2}
5004611	{'郭某': -2}
5004612	{'张某某': -2}
5004613	{'张哲瀚': 0, '张云雷': 0}
5004614	{'谁是凶手': 0}
5004615	{'迪迦奥特曼': -2, '江苏省消保委': -2}
5004616	{'文化部': -2, '商务部': -2}
5004617	{'水谷隼': 0, '日本': -2, '中国': -2}
5004618	{'肺炎': -2, '珠海市': -2}
5004619	{'王某文': -2, '张某': -1, '周某': -2}
5004620	{'孝义市': -2, '武俊杰': -2}
5004621	{'鞠某某': -1, '被告人': -2}
5004622	{'李某某': -2, '证券': -2}
5004623	{'台湾': -2, '同胞': -2}
5004624	{'合同': -2, '公牛': -2}
5004625	{'中新社': -2, '国家卫健委': -2}
5004626	{'76人': -2, '西蒙斯': -2}
5004627	{'王建军': -2}
5004628	{'市民': -2}
5004629	{'学生': -2, '作业': -2}
5004630	{'德芙': 0, '肖战': 0}
5004631	{'特朗普': -2, '众议院特别委员会': -2}
5004632	{'英特尔': -2, '美元': -2}
5004633	{'李斯丹妮': 0}
5004634	{'甘荣坤': -1}
5004635	{'美国': -2, '拜登': -2}
5004636	{'巴西': -2, '卢拉': -2}
5004637	{'张哲瀚': -1}
5004638	{'扫黑风暴': -2}
5004639	{'王源': 0}
5004640	{'朱某': -2, '区纪委': -2}
5004641	{'沃格尔': -1}
5004642	{'满洲里市': -2, '伊利托货场': -2}
5004643	{'长沙': -2, '杭州': -2}
5004644	{'吴谢宇': -1}
5004645	{'吴女士': -2}
5004646	{'马刺': 0, '勒韦尔': 0, '球员': -2}
5004647	{'恒大': -2, '市值': -2}
5004648	{'江疏影': 0}
5004649	{'菜鸟': -2, '春节': -2}
5004650	{'单依纯': 0}
5004651	{'阴性': -2, '西安': -2}
5004652	{'廖女士': -2, '姜某': -2}
5004653	{'首钢': -2, '首钢滑雪大跳台': -2}
5004654	{'约翰逊': -2, '漫威': -2}
5004655	{'梁云': -2}
5004656	{'恒大地产集团有限公司': -2, '广东省人民政府': -2}
5004657	{'山西': -2}
5004658	{'主人': -2}
5004659	{'国家卫健委': -2}
5004660	{'刘国强': -1}
5004661	{'朱战备': -1, '冯某': -1, '暴某': -1, '赵某': -1, '董某': -1, '万达集团': -2, '信息管理中心': -2}
5004662	{'汤加': -2, '中国': -2}
5004663	{'汤加': -2, '中国': -2}
5004664	{'柏林': -2, '赫鲁晓夫': -2}
5004665	{'赵某': -2}
5004666	{'毛宁': -2, '杨钰莹': -2}
5004667	{'张先生': -2, '小区': -2}
5004668	{'三星堆': -2}
5004669	{'赵博士': -1}
5004670	{'墨尔本': -2, '悉尼': -2}
5004671	{'于海龙': -2, '恩克': -2}
5004672	{'华尔街': -2, '华尔街英语': -2}
5004673	{'刘备': 0, '诸葛亮': 0, '许都': -2, '部队': -2}
5004674	{'赛季': -2, '球队': -2}
5004675	{'身体': -2, '体重': -2}
5004676	{'深圳': -2}
5004677	{'湖里区': -2, '陈女士': -2}
5004678	{'林俊杰': -1, '王力宏': -2}
5004679	{'央视': -2, '七台河市': -2}
5004680	{'黄磊': 0}
5004681	{'唐豆豆': -2, '沈长清': 0, '元淳': 0, '幼薇': -2, '李沁': 0}
5004682	{'约翰逊': 0, '英国': -2, '唐宁街10号': -2}
5004683	{'苏丹': -2, '联合国': -2}
5004684	{'子公司': -2}
5004685	{'观众': -2, '角色': -2}
5004686	{'汽车': -2, '小鹏汽车': -2}
5004687	{'肖战': 0}
5004688	{'增速': -2, '李国祥': -2}
5004689	{'叶诚尘': -1, '张波': -1, '广州': -2}
5004690	{'山姆': -2, '行政处罚': -2}
5004691	{'毛阿敏': -2, '中植集团': -2}
5004692	{'元朝': -2, '蒙古': -2}
5004693	{'兰州市': -2, '兰州市教育局': -2}
5004694	{'阿富汗': -2, '中国': -2}
5004695	{'库存': -2}
5004696	{'隔离点': -2}
5004697	{'金瀚': 0, '张芷溪': 0}
5004698	{'公牛': 0, '篮网': 0, '哈登': -2, '比赛': -2}
5004699	{'没毛病': -2}
5004700	{'任达华': 0, '岁月神偷': 0, '杀破狼2': 0, '大追捕': -2, '乘风破浪的哥哥': -2, '张智霖': -2}
5004701	{'国家能源局': -2, '公安部': -2}
5004702	{'中国': -2, '记者': -2}
5004703	{'王栎鑫': -2, '吴雅婷': -2}
5004704	{'电影': -2}
5004705	{'谢鹏': -2, '董某': -2}
5004706	{'大学': -2, '教师': -2}
5004707	{'王伟中': -2, '国家科委社会发展科技司': -2}
5004708	{'华为': -2}
5004709	{'朱元璋': -2, '崇祯': -2, '李自成': -2, '皇帝': -2}
5004710	{'周某': -1, '刘某丽': -2, '李某某': -2, '刘某莹': -2}
5004711	{'王力宏': 0, '陈冠希': 0, 'by2': -2, 'by2工作室': -2, '李靓蕾': -2}
5004712	{'彰武路三店': -2, '上海': -2, '林先生': -2}
5004713	{'世纪佳缘': -2}
5004714	{'李兆会': -2, 'B银行外高桥支行': -2}
5004715	{'手机': -2, '设备': -2}
5004716	{'中国': -2, '南海': -2}
5004717	{'付佳源': 0}
5004718	{'孟晚舟': -2, '法官': -2}
5004719	{'片区': -2}
5004720	{'奥巴马': -2, '贝索斯': -2}
5004721	{'人数': -2, '中国证券监督管理委员会': -2}
5004722	{'医院': -2, '赵柳': -2}
5004723	{'汤加': -2, '澳大利亚': -2}
5004724	{'肖战': 0, '粉丝': -2}
5004725	{'秦刚': -2, '中国': -2}
5004726	{'陈妍希': -2, '电视剧': -2}
5004727	{'王力宏': -2, '李靓蕾': -2}
5004728	{'英国': -2, '欧盟': -2}
5004729	{'台州': -2}
5004730	{'周杰伦': 0, '粉丝': -2}
5004731	{'理叔叔': -2}
5004732	{'威少': -1, '灰熊': 0, '外线': -2}
5004733	{'管理办法': -2, '教育部': -2}
5004734	{'爱情神话': 0}
5004735	{'易烊千玺': 0, '四字歌': -2}
5004736	{'杨某': -1}
5004737	{'联合国': -2}
5004738	{'学校': -2, '老师': -2}
5004739	{'电视剧': -2}
5004740	{'江南': -2}
5004741	{'外汇局': -2}
5004742	{'行政': -2}
5004743	{'北京市': -2, '病例': -2}
5004744	{'张陶': -1, '王晋年': -2, '吴美蓉': -1}
5004745	{'张兰': 0, '汪小菲': -2}
5004746	{'乐清市': -2, '乐清市天豪君澜大酒店': -1}
5004747	{'赵玉强': -2, '吕艳艳': -2, '菏泽': -2}
5004748	{'刘雪华': 0, '邓育昆': -2}
5004749	{'王权': -2}
5004750	{'拜登': -2}
5004751	{'气温': -2}
5004752	{'京东': -2}
5004753	{'中国跳水队': 0, '谢思埸': 0, '王宗源': 0, '赛场': -2, '陈芋汐': 0}
5004754	{'李兴东': -2}
5004755	{'黄薇': -2, '董海锋': -2}
5004756	{'联合村': -2, '湾头镇': -2}
5004757	{'火箭': -2}
5004758	{'大学': -2, '中学': -2}
5004759	{'霍洛维': 0, '美国': -2, '名将': -2}
5004760	{'张陶': -1, '吴某蓉': -2, '王某年': -2}
5004761	{'聂海胜': 0, '汤洪波': 0, '刘伯明': 0, '航天': -2, '中国': -2}
5004762	{'邓小燕': -2, '贵州': -2, '周礼贵': -2}
5004763	{'张某': -2, '财产': -2}
5004764	{'印度': -2, '果阿': -2, '葡萄牙': -2}
5004765	{'杨幂': 0, '斛珠夫人': 0, '粉丝': -2, '偶像': -2}
5004766	{'新冠区': -2}
5004767	{'中国': -2, '台湾': -2}
5004768	{'泸州': -2}
5004769	{'记者': -2, '宁都县': -2}
5004770	{'明星': -2}
5004771	{'谌龙': 0, '周天成': 0}
5004772	{'张晋': -2, '蔡少芬': 0}
5004773	{'剧组': -1, '宋茜': -2, '谁是凶手': 0}
5004774	{'鸣石': -2, '券商': -2}
5004775	{'喜剧': -2}
5004776	{'公安部': -2}
5004777	{'马洪涛': -1, '热度': -2}
5004778	{'包拯': -2}
5004779	{'勇士': 0, '公牛': 0, '拉文': -2, '库里': -2}
5004780	{'上海': 0, '苏州': 0, '外线': -2, '罗汉琛': 0}
5004781	{'比亚迪众天店': -2, '沈女士': -2, '比亚迪': -2}
5004782	{'俄罗斯': -2, '美国': -2}
5004783	{'航班': -2, '杭州萧山国际机场': -2}
5004784	{'周深': 0, '歌曲': -2}
5004785	{'白冰': 0}
5004786	{'王某': -2, '石家庄市': -2, '石家庄市公安局桥西分局': -2}
5004787	{'中国队': -2, '日本队': 0, '中国': -2, '决赛': -2}
5004788	{'主人': -2}
5004789	{'总统': -2, '拜登': 0}
5004790	{'艺术': -2}
5004791	{'特斯拉公司': -2}
5004792	{'卡尔德隆': -2, '赛季': -2}
5004793	{'钱学森': 0, '陈赓': -2}
5004794	{'胜仔': 0, '粉丝': -2}
5004795	{'鸿星尔克品牌': 0}
5004796	{'恩比德': 0, '汤神': 0, 'NBA': -2, '篮板': -2}
5004797	{'顺丰': -1}
5004798	{'马伊琍': 0, '赵宝刚': -2}
5004799	{'美司法部': -2, '中国行动计划': -2, '赵立坚': -2}
5004800	{'戴维斯': -2, '詹姆斯': 0, '湖人队': 0, '战绩': -2}
5004801	{'张纪中': -2}
5004802	{'周杰伦': 0, '罗大佑': 0, '李宗盛': 0, '乐坛': -2}
5004803	{'中国': -2, '政府': -2}
5004804	{'丹麦': -2, '英格兰': -2}
5004805	{'委内瑞拉': -2, '货币': -2}
5004806	{'敬一丹': -2, '王梓木': 0}
5004807	{'王朝': -1}
5004808	{'杨宏伟': -1, '黔江区': -2, '重庆市纪委': -2}
5004809	{'曹某青': -2, '张某光': -2, '洪某': -2, '虞元坚': -2, '丁金坤': -2}
5004810	{'山西': -2}
5004811	{'电影': -2, '喜剧': -2}
5004812	{'戴维斯': 0, '湖人': -2, '球队': -2}
5004813	{'刘静洁': -2, '法子英': -2, '劳荣枝': -2, '陆中明': -2, '朱大红': -2}
5004814	{'彭于晏': 0, '释小龙': 0, '吴京': 0, '刘德华': 0, '票房': -2, '余男': 0}
5004815	{'冯春生': 0}
5004816	{'感染者': -2, '郑州': -2}
5004817	{'古天乐': 0}
5004818	{'美国': -2, '中国': -2, '台湾': -2}
5004819	{'仙洋': 0, '粉丝': -2}
5004820	{'绿松石': -2}
5004821	{'黎巴嫩': -2}
5004822	{'安阳市': -2, '小区': -2}
5004823	{'低价': -2}
5004824	{'规定': -2, '学校': -2}
5004825	{'南京': -2}
5004826	{'冈村': -2, '国民政府': -2}
5004827	{'部长': -2}
5004828	{'俄罗斯': -2, '北约': -2}
5004829	{'杨某': -1, '王曦': -2, '梁飞': -2}
5004830	{'桃田贤斗': 0, '许侊熙': 0}
5004831	{'河南': -2}
5004832	{'湖北': -2}
5004833	{'江海洋': -2, '嘉善': -2}
5004834	{'冯青青': -1, '麻阳县': -2, '麻阳苗族自治县': -2}
5004835	{'核酸': -2, '石各庄村': -2}
5004836	{'陈式': 0, '左宗棠': 0, '战场': -2, '战争': -2}
5004837	{'熊洋': -2, '西安': -2}
5004838	{'石闵': 0, '石遵': -2}
5004839	{'李坤城': 0, '林靖恩': -2}
5004840	{'河津市': -2, '黄河': -2}
5004841	{'不速来客': -1, '票房': -1, '电影': -2}
5004842	{'樊馨蔓': 0, '张纪中': 0, '肖齐': -2}
5004843	{'广州市华源酒店有限公司': -1, '广州': -2}
5004844	{'陈都灵': 0, '白鹿': 0, '电视剧': -2}
5004845	{'阿富汗': -2, '总统': -2}
5004846	{'洪芳珍': -2, '洪某某': -2}
5004847	{'学期': -2, '学校': -2}
5004848	{'司藤': 0, '秦放': 0, '赵丽颖': 0, '王一博': 0, '你是我的荣耀': 0, '杨洋': 0, '迪丽热巴': 0, '乔晶晶': 0}
5004849	{'德约科维奇': -2, '澳大利亚': -2}
5004850	{'学生': -2}
5004851	{'李菲儿': 0}
5004852	{'产业': -2, '经济': -2}
5004853	{'孝义市': -2, '孝义市自然资源局': -2}
5004854	{'肖战': 0, '娱乐圈': -2, '央视': -2}
5004855	{'勇士队': 0, '篮板': -2, '库里': 0}
5004856	{'罗森': 0, '中国': -2}
5004857	{'陈冠希': 0, '王力宏': 0, '成龙': 0}
5004858	{'汽车': -2, '新能源': -2}
5004859	{'火灾': -2, '住户': -2}
5004860	{'太空': -2}
5004861	{'高以翔': 0, '粉丝': -2}
5004862	{'绥化市': -2, '巴彦县': -2}
5004863	{'郭广昌': 0, '上海': -2}
5004864	{'中国': -2, '谢菲尔德': -2}
5004865	{'作风': -2, '干部': -2}
5004866	{'英雄联盟': -2, '总决赛': -2}
5004867	{'塞尔维亚': -2, '安娜·布尔纳比奇': -2}
5004868	{'俄罗斯': -2, '乌克兰': -2}
5004869	{'症状': -2, '郑州市': -2}
5004870	{'星辰大海': -2}
5004871	{'四川': -2, '高速公路': -2}
5004872	{'贵族': -2}
5004873	{'元朝': 0, '史料': -2}
5004874	{'通知': -2, '民和县': -2}
5004875	{'章某某': -1}
5004876	{'微软': -2, '糖果传奇': 0}
5004877	{'管道': -2}
5004878	{'杨烁': 0, '王黎雯': -2}
5004879	{'腾讯': -2}
5004880	{'阿富汗': -2, '塔利班': -2}
5004881	{'库里': -2, '库明加': 0}
5004882	{'先市中学': -2}
5004883	{'元旦': -2, '北京': -2}
5004884	{'广州': -2, '深圳': -2}
5004885	{'陈亚男': -2, '大衣哥': -2}
5004886	{'柏杨': -2, '司马光': -2}
5004887	{'董璇': 0}
5004888	{'牛莉': 0}
5004889	{'地区': -2, '俄罗斯': -2}
5004890	{'默多克': -2, '邓文迪': 0}
5004891	{'张伟丽': -2, '乔安娜': -2}
5004892	{'上海': -2}
5004893	{'货币': -2, '央行': -2}
5004894	{'中国': -2, '一汽': 0}
5004895	{'罗志祥': 0, '节目': -2, '台湾': -2}
5004896	{'朱一龙': -2}
5004897	{'薛之谦': -2}
5004898	{'司藤': 0, '张彬彬': 0, '景甜': 0, '剧情': -2}
5004899	{'兆惠': -2, '乌什': -2}
5004900	{'台海': -2}
5004901	{'baby': 0, '春晚': -2, '北京': -2}
5004902	{'魏晨': -2, '周杰伦': 0}
5004903	{'陈刚': -1, '北京': -2, '零容忍': -2}
5004904	{'旅客': -2, '北京西站': -2}
5004905	{'何炅': 0, '谢娜': 0}
5004906	{'台湾': -2, '国民党': -2}
5004907	{'医药': -2}
5004908	{'范某': -1}
5004909	{'许昕': 0, '刘诗雯': 0, '东京': -2}
5004910	{'海地': -2, '官员': -2}
5004911	{'范仲淹': 0, '狄青': 0, '张载': 0, '北宋': -2}
5004912	{'安东尼': 0, '罗斯': 0, '篮板': -2}
5004913	{'马刺队': 0, '勇士队': 0, '太阳队': 0, '联盟': -2, '战绩': -2}
5004914	{'黄薇': -1, '林珊珊': -1, '朱宸慧': -1, '杭州市税务局稽查局': -2}
5004915	{'张志军': -1, '邹阳': -2, '彭州': -2}
5004916	{'湖人队': -2, '威少': 0}
5004917	{'北京': -2, '房山汽车站': -2}
5004918	{'朱湉默': 0}
5004919	{'海地': -2, '美国': -2}
5004920	{'李某祥': -2}
5004921	{'网约车': -2, '交通运输部': -2}
5004922	{'徐冬林': -2, '刘翠青': 0}
5004923	{'麦当劳': -1, '内幕纠察局': -2}
5004924	{'于正': -2, '动物': -2}
5004925	{'病例': -2, '深泽县': -2}
5004926	{'王志文': 0}
5004927	{'李靓蕾': -2, '王力宏': -1}
5004928	{'资本': -2}
5004929	{'北京': -2, '浙江': -2}
5004930	{'增广贤文': 0}
5004931	{'丁女士': -2}
5004932	{'霸州市': -2, '霸州市财政局': -2}
5004933	{'冬奥': -2, '北京市': -2}
5004934	{'陈羽凡': -2, '白百何': 0, '张思麟': -2}
5004935	{'杨利': -1, '吴弘习': -1, '刘尚林': -1, '李某燃': -2, '律师': -2}
5004936	{'民进党': -1, '日本': -2, '台湾': -2, '中国': -2}
5004937	{'李晨': -2, '范冰冰': -2}
5004938	{'张雪迎': 0, '蒋依依': 0, '关晓彤': 0, '综艺': -2, '章子怡': 0}
5004939	{'行情': -2, '李明': -2}
5004940	{'薛之谦': 0, '蔡徐坤': 0, '韩红': 0, '鹿晗': 0, '蒋大为': 0, '古力娜扎': 0}
5004941	{'苏贞昌': -2, '国民党': -2, '台湾': -2}
5004942	{'乌克兰': -2, '俄罗斯': -2}
5004943	{'经济': -2, '产业': -2}
5004944	{'易烊千玺': 0, '演员': -2}
5004945	{'葡萄牙': -2, '帝国': -2}
5004946	{'核酸': -2, '中山市': -2}
5004947	{'英国': -2, '路透社': -2}
5004948	{'市长': -2, '莎拉': 0}
5004949	{'澳大利亚': -2, '自由时报': -2}
5004950	{'徐勤根': -2}
5004951	{'北京': -2}
5004952	{'李煜': 0, '林仁肇': -2}
5004953	{'国字山': -2, '江西': -2}
5004954	{'红馆壹号': -2, '上海': -2}
5004955	{'高静霞': -2, '申庆雨': -2, '兰州': -2, 'K306': -2}
5004956	{'中国': -2, '澳大利亚': -2}
5004957	{'浙江大学': -2, '病例': -2}
5004958	{'孟晚舟': -2, '白宫': -2}
5004959	{'茅台': -2}
5004960	{'沈雨': -2, '何伟光': -2}
5004961	{'巴基斯坦': -2, '斯里兰卡': -2}
5004962	{'哈登': 0, '皮尔斯': 0, '罚球': -2, '赛季': -2}
5004963	{'建始县': -2, '民政局': -2}
5004964	{'中国': -2, '美国': -2}
5004965	{'长津湖': 0, '电影': -2, '剧本': -2}
5004966	{'资本': -2}
